epoch,gen_total_loss,gen_gan_loss,gen_l1_loss,ssim_loss,disc_loss,gen_total_loss_val,gen_gan_loss_val,gen_l1_loss_val,ssim_loss_val,disc_loss_val
38,0.006442699057861499,0.697379316610865,0.04075554163001552,0.07601814175596332,1.3901032151562152,0.006577767215964227,0.6998279265838094,0.04187859734796947,0.09339292486115257,1.3872519271208508
39,0.006423892482820124,0.6955573225965594,0.04045718082337465,0.07581030661516851,1.3942496349905977,0.006552533677198214,0.6872474953679755,0.04494093702644995,0.10085734966957924,1.386799980154132
40,0.006431179073648435,0.6956677324110919,0.04086963203459019,0.07619010608385104,1.391311778880582,0.006677176906625823,0.7146397127963529,0.04520418293737244,0.08466951799864816,1.3887132059229483
41,0.0064151428289490175,0.695637722357665,0.04020192279655597,0.07467025966927557,1.3920118242797286,0.0065477614696736975,0.691424283768871,0.04513220121475434,0.09417415278972965,1.3876888921945403
42,0.006415124817539265,0.695494070531118,0.04023999779365293,0.07479533523616225,1.3925862119929626,0.006577415402868007,0.6981589991267365,0.042599936550722854,0.09435729744410751,1.387127129158171
43,0.006413167775931335,0.6948718022591996,0.04038222836247544,0.07506180237425436,1.3931222786997806,0.006477325907585645,0.687960431835439,0.041586340691820524,0.09296313158356317,1.3871756782626161
44,0.0064145414672773515,0.6953908743834731,0.040286881415781996,0.07475756613334807,1.3916369339027026,0.006633456360253662,0.7054106705259569,0.04665294614906358,0.08727354543043836,1.389753261651143
45,0.006407231606063571,0.6952550250704926,0.04000845934301246,0.07418442498339285,1.3905121487556118,0.006655420916210307,0.700505277543965,0.04474443420583364,0.10065568036372119,1.388190007209778
46,0.006395145884189423,0.694433152705136,0.039751131527845075,0.07369484871920973,1.3931833480844402,0.0067177503471179765,0.7098837343773039,0.043097098192919306,0.1012848690004632,1.3886180525959129
47,0.006420305730673567,0.6965740364081788,0.040116643960965745,0.07442445775659957,1.3884812740406187,0.006547431283547442,0.6890313063517656,0.04257087661230033,0.10157863727890619,1.3876876569030308
48,0.006387856605665592,0.69487171609803,0.039480184797787726,0.07234679460525513,1.3925217184689966,0.006789196209779175,0.7015514705440785,0.050670486679392876,0.11167988611920045,1.3881943551620635
49,0.006395127912660563,0.6960825499036525,0.03943620305139534,0.07201753727870412,1.390828759127324,0.006447214202604966,0.6737620649951519,0.048538731470113936,0.09528835527967698,1.3874417437185156
