epoch,gen_total_loss,gen_gan_loss,gen_l1_loss,per_loss,ssim_loss,ssim_loss_val,disc_loss,gen_total_loss_val,gen_gan_loss_val,gen_l1_loss_val,per_loss_val,disc_loss_val
40,1.100326394798732,1.0651898914929665,0.0449695741190658,181.05080312809145,0.1010070254306982,0.1057540692905388,1.2013029159000606,1.3093601073664014,0.6038472955769831,0.0475304137601858,216.4610519333641,1.566363759206073
41,1.093822549106461,1.0677810797375618,0.0452069687915246,179.9619298026113,0.1011328353740201,0.1165586104487428,1.2027470731794243,1.3922007410980688,1.4594223293927635,0.0557768409610679,229.02327448778811,1.7739044309842704
42,1.0862549398758328,1.0617692675625925,0.0452175452456911,178.71136493895312,0.1008082352652408,0.1153926018441077,1.1967965175757314,1.375984280674469,0.3787268739673171,0.0573645833031375,227.76852924233617,1.7968548682656618
43,1.0755828903545397,1.0578628026170305,0.0449629370865439,176.94515967156627,0.0999878064830704,0.107256264379709,1.2091647769702545,1.3187686692443814,1.1752111593685528,0.0506021366832722,217.24968931556927,1.7985198195617975
44,1.0701692377945575,1.0646167810194858,0.0449618289698985,176.03460330467414,0.0999011017603449,0.1113337281906958,1.2009925652701077,1.3679679446291215,0.3741461196748337,0.0527448551194502,226.48010466358448,1.7642976724275268
45,1.0638106286138445,1.0499271957222187,0.0449102814512161,174.99607392844587,0.0997130689644577,0.102457063741023,1.2078399997979108,1.2989741984865453,0.4499336898326874,0.0462793331593275,214.9648443656393,1.706800409118728
46,1.0556379739766812,1.059035926644165,0.0448237707202166,173.62357680962816,0.0995195499151059,0.1113709519405176,1.1994935532902726,1.3733780129711226,1.117383463370918,0.0549469591846855,226.38681945423087,1.660866661237018
47,1.0512532895984184,1.0670839104137504,0.045129919215797,172.8794058358315,0.0997774978675464,0.1042779424402973,1.1953254782622404,1.320712437842152,0.3974876543082813,0.0476395871988174,218.64037269743363,1.7637522436604642
48,1.0433540519031852,1.06899403571935,0.0447731186903201,171.57002888056311,0.0986837065751009,0.1182360783661946,1.1915314090724038,1.3663976659426595,1.533051340414746,0.0577349934579417,224.60734793502505,1.8057988282477504
49,1.0360703587661138,1.064919049403455,0.0446293817588709,170.3637506312663,0.0984439600517254,0.1027371615466505,1.1959929261319708,1.3100053989061031,2.1481258736978663,0.0473573636614007,214.53499055805773,2.6121814248585467
50,1.0310608059204747,1.0768503065857262,0.04474543858974213,169.51347313257727,0.09835397087701477,0.10310457130469898,1.1912094400218218,1.3264615224877205,0.7633607563701006,0.04927999722116654,219.11776581943624,1.6698429958655103
